sentence,label,intent
may i have a listing of flights from Marrakech california to Dublin ohion wednesday,O O O O O O O O origin O O destination O O,flight
i would like information on ground transportation in atlanta from the airport to the city in the morning around _D_ am,O O O O O O O O O O O O O O O O O O O O O,other
how long will it rain in Toronto,O O O O O O location,weather
what flight do you have from San Francisco to Vienna on august twenty seventh in the morning,O O O O O O origin origin O destination O O O O O O O,flight
what is the departure time of the latest flight of united airlines from Kiev to Orlando,O O O O O O O O O O O O O origin O destination,other
show me information on ground transportation for dallas,O O O O O O O O,other
show me all the flights on delta airlines and twa that go to Krabi in the morning,O O O O O O O O O O O O O destination O O O,flight
now i want to see return flights from San Francisco to Tokyo,O O O O O O O O origin origin O destination,flight
what flights depart Rome for Rome on friday,O O O origin O destination O O,flight
what are the afternoon flights between Vancouver and Nice,O O O O O O origin O destination,flight
i would like to see the flights available from Seoul to Melbourne for monday,O O O O O O O O O origin O destination O O,flight
what city is mco,O O O O,other
what is the earliest flight leaving Melbourne and arriving in Riyadh on united airlines first class on july fourth,O O O O O O origin O O O destination O O O O O O O O,flight
what meals are there on flight _D_ from Buenos Aires to Kiev dc on tuesday morning,O O O O O O O O origin origin O destination O O O O,other
i need a cheap flight from Jakarta to Burgas,O O O O O O origin O destination,flight
show me round trip fares from Seoul to Venice nonstop,O O O O O O origin O destination O,other
i need flight information between country and Bangkok,O O O O O origin O destination,flight
show me the flights from Chiang Mai to Moscow leaving after _D_ pm,O O O O O origin origin O destination O O O O,flight
San Francisco temperature,location location O,weather
i would like to fly to Guangzhou for under _D_ dollars please show me the airfares between Taipei and,O O O O O O destination O O O O O O O O O O origin O,flight
i need to fly from Bucharest to Johannesburg leaving next wednesday and returning the following day,O O O O O origin O destination O O O O O O O O,flight
is there a flight from Dublin to London which connects in dallas,O O O O O origin O destination O O O O,flight
what 's the weather like in Munich,O O O O O O location,weather
is it going to be sunny in Berlin,O O O O O O O location,weather
flights from Chennai to Artvin,O O origin O destination,flight
Singapore humidity,location O,weather
i 'd like to fly from Singapore to Marrakech through dallas,O O O O O O origin O destination O O,flight
what is the ground transportation between the charlotte airport charlotte airport and downtown charlotte,O O O O O O O O O O O O O O,other
what kind of aircraft is used on a flight from Muğla to Berlin,O O O O O O O O O O origin O destination,other
weather in Riyadh,O O location,weather
i would like to see the flights available from Miami to Honolulu for monday,O O O O O O O O O origin O destination O O,flight
hi i need to go from Beijing to Bangkok california after _D_ pm on saturday,O O O O O O origin O destination O O O O O O,flight
what 's the weather like in Buenos Aires,O O O O O O location location,weather
give me the continental flights from Budapest to Nairobi on saturday morning,O O O O O O origin O destination O O O,flight
list the nonstop flights on wednesday june second from Melbourne to Warsaw arriving in Warsaw between _D_ am and _D_ pm,O O O O O O O O O origin O destination O O destination O O O O O O,flight
what is the capacity of the _D_s,O O O O O O O,other
I want to know if it will rain in Chiang Mai,O O O O O O O O O location location,weather
may I know the weather in Zurich,O O O O O O location,weather
will Los Angeles be hot,O location location O O,weather
what 's the weather like in Doha,O O O O O O location,weather
may I know the weather in Orlando,O O O O O O location,weather
Prague humidity,location O,weather
show me the flights from Nairobi to Jaipur on wednesday and thursday,O O O O O origin O destination O O O O,flight
please give me the flights from Milan to Buenos Aires which leave in the morning on july second,O O O O O O origin O destination destination O O O O O O O O,flight
how much time does it take to go between the airport and downtown by ground transportation in dallas,O O O O O O O O O O O O O O O O O O,other
what kind of plane is used on the earliest flight from London to Istanbul afternoon,O O O O O O O O O O O origin O destination O,other
what is the fare from Rome to Nice on united airlines,O O O O O origin O destination O O O,other
find me the weather forecast for Riyadh,O O O O O O location,weather
is there a flight from Riyadh to Mexico City on continental airlines leaving after _D_ o'clock in the afternoon,O O O O O origin O destination destination O O O O O O O O O O,flight
find me the weather in Hanoi,O O O O O location,weather
how many first class flights does united airlines have departing from Guilin today,O O O O O O O O O O O origin O,other
Lima weather,location O,weather
what is the least expensive one way ticket from Sousse to Toronto leaving on october twelfth,O O O O O O O O O origin O destination O O O O,other
what flights are available sunday afternoon from Frankfurt to Jaipur,O O O O O O O origin O destination,flight
find me the weather forecast for Manama,O O O O O O location,weather
will Abu Dhabi be hot,O location location O O,weather
okay tell me what the earliest flight is that leaves between Dublin and Johannesburg,O O O O O O O O O O O origin O destination,flight
i would like information on flights leaving Hangzhou and arriving in Guilin,O O O O O O O origin O O O destination,flight
what airline is aa,O O O O,other
what limousine service in toronto,O O O O O,other
what is the airfare for flights from Vienna to Guangzhou on delta airline,O O O O O O O origin O destination O O O,other
do you have a flight from Melbourne to Kraków next tuesday,O O O O O O origin O destination O O,flight
I wonder how it feels today in Singapore,O O O O O O O location,weather
what airlines from Hanoi dc to Barcelona,O O O origin O O destination,other
Krabi humidity,location O,weather
i would like a flight on friday morning from Hangzhou to Suzhou,O O O O O O O O O origin O destination,flight
I want to know if it will rain in Miami,O O O O O O O O O location,weather
what airlines fly between Beijing and Chennai and stop in denver,O O O O origin O destination O O O O,other
afternoon flight from Mecca to Miami,O O O origin O destination,flight
what type of ground transportation is there at the las vegas airport,O O O O O O O O O O O O,other
what cities does northwest fly to,O O O O O O,other
american airlines leaving Los Angeles,O O O origin origin,flight
